age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre
49.0,Female,Standard,4.625,8,South America,Tablet,17.99,0,PayPal,5,0.515,Documentary
21.7,Female,Standard,8.915,8,Asia,Tablet,17.99,0,PayPal,3,0.99,Sci-Fi
49.0,Female,Basic,6.125,8,Africa,Desktop,8.99,0,Crypto,3,0.68,Horror
40.599999999999994,Other,Standard,1.375,8,South America,Laptop,17.99,0,PayPal,4,0.155,Documentary
23.799999999999997,Female,Standard,0.78,8,Asia,Tablet,17.99,1,PayPal,3,0.085,Horror
22.4,Female,Basic,6.745,8,Africa,Desktop,13.99,0,Gift Card,4,0.75,Sci-Fi
28.7,Female,Basic,11.87,8,North America,Mobile,8.99,0,Crypto,2,1.32,Documentary
42.699999999999996,Other,Basic,2.355,8,Asia,Mobile,8.99,1,Crypto,2,0.26,Action
18.2,Female,Standard,0.335,8,Asia,Laptop,17.99,0,Debit Card,4,0.035,Sci-Fi
41.3,Female,Standard,3.0,8,Asia,Desktop,17.99,0,Crypto,2,0.335,Documentary
41.3,Male,Basic,7.48,8,Asia,Laptop,8.99,0,Credit Card,2,0.83,Romance
32.9,Other,Basic,6.61,8,Asia,Mobile,8.99,0,Crypto,4,0.735,Action
42.0,Female,Basic,10.38,8,Asia,Laptop,8.99,0,Credit Card,4,1.155,Action
45.5,Other,Standard,13.815,8,Asia,TV,17.99,0,Crypto,5,1.535,Romance
19.599999999999998,Female,Standard,1.58,8,Europe,Tablet,17.99,1,Crypto,1,0.175,Horror
22.4,Male,Basic,5.065,8,Oceania,Tablet,8.99,0,Credit Card,5,0.565,Horror
40.599999999999994,Male,Standard,13.99,8,North America,Mobile,17.99,0,Crypto,1,1.555,Romance
30.799999999999997,Female,Standard,2.895,8,South America,TV,17.99,0,Gift Card,3,0.32,Documentary
32.9,Male,Basic,13.09,8,North America,TV,13.99,0,Debit Card,1,1.455,Action
42.0,Male,Basic,3.805,8,Europe,Laptop,13.99,0,Crypto,5,0.425,Horror
21.7,Female,Standard,1.04,8,Asia,Desktop,17.99,1,Credit Card,3,0.115,Romance
18.0,Other,Basic,3.28,8,Asia,TV,13.99,0,PayPal,4,0.365,Romance
20.299999999999997,Female,Standard,2.645,8,Oceania,Tablet,17.99,0,Debit Card,3,0.295,Horror
48.3,Female,Standard,0.675,8,North America,Mobile,17.99,1,Debit Card,3,0.075,Drama
25.9,Male,Standard,1.22,8,Asia,Mobile,17.99,1,Crypto,2,0.135,Comedy
35.699999999999996,Male,Basic,13.02,8,South America,Laptop,8.99,0,Credit Card,1,1.445,Romance
18.0,Female,Standard,30.185,8,Asia,Laptop,17.99,0,Debit Card,3,3.355,Sci-Fi
18.0,Female,Basic,6.33,8,Africa,TV,8.99,0,PayPal,5,0.705,Comedy
31.499999999999996,Male,Basic,1.345,8,Asia,Tablet,13.99,1,Crypto,3,0.15,Drama
27.299999999999997,Other,Basic,4.315,8,Oceania,Mobile,13.99,0,Debit Card,4,0.48,Romance
23.799999999999997,Male,Basic,4.98,8,Asia,Tablet,8.99,0,Credit Card,2,0.555,Action
38.5,Other,Standard,3.765,8,Oceania,TV,17.99,0,Crypto,2,0.42,Horror
28.0,Female,Basic,11.26,8,Africa,Laptop,13.99,0,PayPal,5,1.25,Comedy
31.499999999999996,Female,Basic,3.565,8,Asia,Mobile,8.99,0,Credit Card,3,0.395,Horror
23.799999999999997,Other,Standard,0.795,8,South America,Laptop,17.99,1,Crypto,5,0.09,Action
39.9,Female,Basic,0.61,8,Oceania,TV,8.99,1,Credit Card,5,0.07,Horror
40.599999999999994,Female,Basic,4.265,8,North America,Laptop,8.99,0,PayPal,2,0.475,Comedy
18.9,Other,Basic,8.18,8,Asia,TV,8.99,0,Gift Card,1,0.91,Drama
35.0,Other,Basic,15.62,8,South America,TV,13.99,0,PayPal,4,1.735,Romance
49.0,Male,Standard,9.23,8,North America,TV,17.99,0,Credit Card,4,1.025,Documentary
30.099999999999998,Female,Basic,7.82,8,Oceania,Mobile,8.99,0,Debit Card,1,0.87,Action
42.699999999999996,Female,Basic,6.275,8,Africa,TV,8.99,0,PayPal,3,0.695,Romance
28.7,Other,Basic,9.255,8,Asia,Mobile,8.99,0,Credit Card,2,1.03,Drama
18.0,Other,Basic,1.065,8,Asia,Desktop,13.99,1,Gift Card,3,0.12,Horror
28.0,Male,Basic,2.555,8,Asia,Desktop,8.99,0,Crypto,1,0.285,Romance
42.699999999999996,Other,Standard,2.935,8,Asia,Laptop,17.99,0,Crypto,5,0.325,Horror
35.699999999999996,Female,Basic,0.955,8,Europe,Laptop,13.99,1,PayPal,3,0.105,Comedy
35.0,Other,Basic,0.745,8,Asia,Laptop,13.99,0,Credit Card,4,0.085,Documentary
31.499999999999996,Male,Standard,13.6,8,Asia,Laptop,17.99,0,Debit Card,5,1.51,Sci-Fi
18.0,Male,Standard,11.535,8,Asia,TV,17.99,0,Credit Card,1,1.28,Drama
25.9,Male,Basic,4.195,8,Oceania,Desktop,13.99,0,Crypto,5,0.465,Action
28.0,Other,Basic,3.91,8,Asia,Tablet,13.99,0,Credit Card,2,0.435,Documentary
37.099999999999994,Male,Standard,1.36,8,Asia,Desktop,17.99,1,Crypto,1,0.15,Romance
42.0,Male,Basic,2.305,8,Asia,Mobile,8.99,1,PayPal,3,0.255,Sci-Fi
20.299999999999997,Female,Standard,1.585,8,Asia,TV,17.99,1,Crypto,2,0.175,Action
40.599999999999994,Other,Basic,18.62,8,Asia,TV,8.99,0,Gift Card,3,2.07,Romance
32.199999999999996,Male,Basic,4.36,8,Europe,Desktop,13.99,0,Debit Card,5,0.485,Documentary
23.799999999999997,Other,Standard,4.32,8,Oceania,TV,17.99,0,Gift Card,4,0.48,Action
27.299999999999997,Female,Basic,3.62,8,Oceania,Mobile,8.99,0,Credit Card,3,0.4,Horror
21.7,Male,Basic,1.93,8,Europe,TV,8.99,1,PayPal,4,0.215,Action
39.199999999999996,Other,Basic,0.81,8,Asia,Tablet,8.99,1,Credit Card,1,0.09,Sci-Fi
25.9,Female,Basic,0.82,8,Asia,Laptop,13.99,1,Credit Card,1,0.09,Action
18.0,Male,Basic,1.195,8,Europe,Laptop,8.99,1,Credit Card,1,0.135,Horror
19.599999999999998,Male,Basic,12.65,8,Asia,Tablet,8.99,0,Gift Card,5,1.405,Horror
35.699999999999996,Female,Standard,4.34,8,Africa,TV,17.99,0,PayPal,4,0.48,Documentary
40.599999999999994,Female,Basic,8.995,8,Asia,TV,13.99,0,Debit Card,1,1.0,Drama
22.4,Female,Basic,1.37,8,Asia,TV,13.99,1,Credit Card,1,0.15,Action
30.099999999999998,Male,Standard,6.745,8,Asia,Desktop,17.99,0,Gift Card,4,0.75,Documentary
18.0,Female,Basic,12.89,8,Europe,Laptop,8.99,0,Credit Card,3,1.43,Horror
49.0,Other,Basic,12.615,7,Asia,Laptop,13.99,0,Gift Card,3,1.575,Comedy
23.099999999999998,Other,Basic,22.36,7,Oceania,Tablet,8.99,0,PayPal,4,2.795,Horror
28.0,Other,Standard,0.6,7,Africa,Tablet,17.99,1,PayPal,1,0.075,Action
29.4,Female,Basic,3.635,7,Asia,Laptop,8.99,0,Crypto,2,0.455,Romance
19.599999999999998,Female,Basic,4.6,7,Asia,TV,8.99,0,PayPal,2,0.575,Comedy
38.5,Male,Basic,3.89,7,Asia,Mobile,13.99,0,PayPal,3,0.485,Drama
25.2,Male,Standard,5.655,7,Asia,TV,17.99,0,PayPal,3,0.705,Action
23.799999999999997,Male,Standard,0.165,7,Asia,Tablet,17.99,1,Gift Card,2,0.02,Horror
25.2,Female,Basic,4.6,7,Oceania,Desktop,13.99,0,Debit Card,2,0.575,Action
43.4,Male,Basic,5.995,7,Europe,TV,8.99,0,PayPal,2,0.75,Romance
42.699999999999996,Male,Standard,12.63,7,North America,Tablet,17.99,0,Debit Card,5,1.58,Horror
18.0,Other,Standard,2.875,7,North America,Laptop,17.99,0,Credit Card,3,0.36,Documentary
46.199999999999996,Other,Basic,0.605,7,Africa,TV,8.99,1,Crypto,5,0.075,Documentary
46.199999999999996,Other,Basic,10.645,7,Asia,Tablet,8.99,0,Crypto,5,1.33,Romance
46.199999999999996,Other,Basic,4.015,7,Africa,Mobile,8.99,0,Crypto,4,0.5,Horror
22.4,Female,Standard,20.47,7,South America,Desktop,17.99,0,Crypto,1,2.56,Action
38.5,Female,Standard,10.355,7,North America,Mobile,17.99,0,Debit Card,5,1.295,Sci-Fi
31.499999999999996,Female,Standard,0.455,7,South America,Mobile,17.99,1,Crypto,5,0.055,Horror
30.099999999999998,Male,Standard,2.32,7,Asia,Tablet,17.99,0,Debit Card,5,0.29,Documentary
18.0,Female,Basic,4.565,7,Africa,Laptop,13.99,0,Debit Card,1,0.57,Drama
30.799999999999997,Other,Standard,3.955,7,South America,Mobile,17.99,0,Debit Card,1,0.495,Documentary
18.2,Other,Basic,2.32,7,Asia,Desktop,13.99,1,Crypto,1,0.29,Comedy
49.0,Male,Basic,16.295,7,Asia,Mobile,13.99,0,PayPal,4,2.035,Comedy
23.799999999999997,Female,Standard,0.79,7,Oceania,TV,17.99,1,Gift Card,1,0.1,Comedy
43.4,Male,Basic,4.945,7,Asia,Tablet,8.99,0,Gift Card,2,0.62,Horror
36.4,Male,Basic,0.675,7,Asia,TV,13.99,1,Crypto,1,0.085,Action
44.8,Male,Basic,6.93,7,Africa,Laptop,13.99,0,Credit Card,3,0.865,Comedy
40.599999999999994,Female,Standard,0.225,7,Oceania,TV,17.99,1,Crypto,1,0.03,Sci-Fi
47.599999999999994,Other,Basic,6.33,7,Asia,Tablet,13.99,0,Credit Card,2,0.79,Romance
23.099999999999998,Female,Standard,5.65,7,North America,Tablet,17.99,0,Gift Card,1,0.705,Drama
18.0,Other,Standard,5.345,7,Africa,TV,17.99,0,Gift Card,2,0.67,Drama
38.5,Male,Standard,1.235,7,Africa,Desktop,17.99,0,Debit Card,4,0.155,Romance
18.0,Male,Standard,3.325,7,Europe,Mobile,17.99,0,Crypto,4,0.415,Horror
18.0,Female,Standard,2.03,7,Asia,Laptop,17.99,0,PayPal,3,0.255,Action
23.799999999999997,Other,Standard,4.835,7,Oceania,Mobile,17.99,0,Credit Card,1,0.605,Drama
31.499999999999996,Male,Basic,21.75,7,North America,Desktop,13.99,0,Gift Card,5,2.72,Drama
30.099999999999998,Male,Basic,8.83,7,Asia,Laptop,8.99,0,Crypto,1,1.105,Horror
36.4,Female,Basic,2.235,7,Asia,Tablet,8.99,1,Debit Card,3,0.28,Action
26.599999999999998,Other,Basic,16.345,7,Asia,Tablet,13.99,0,Gift Card,4,2.045,Documentary
21.7,Female,Standard,1.565,7,Asia,Mobile,17.99,0,Debit Card,5,0.195,Documentary
20.299999999999997,Other,Basic,0.8,7,Asia,Tablet,13.99,0,Debit Card,4,0.1,Sci-Fi
18.0,Other,Basic,2.7,7,Asia,Laptop,13.99,0,Gift Card,5,0.34,Sci-Fi
21.7,Female,Basic,3.355,7,Asia,Tablet,8.99,0,Crypto,5,0.42,Sci-Fi
18.0,Female,Basic,7.025,7,Africa,Mobile,8.99,0,Credit Card,3,0.88,Action
34.3,Male,Basic,7.14,7,Africa,Desktop,13.99,0,Crypto,3,0.89,Sci-Fi
18.0,Other,Standard,3.07,7,Asia,Desktop,17.99,0,Crypto,4,0.385,Documentary
18.0,Female,Basic,24.245,7,Europe,TV,8.99,0,Debit Card,4,3.03,Action
37.099999999999994,Other,Basic,26.115,7,Asia,Desktop,13.99,0,PayPal,3,3.265,Drama
30.099999999999998,Female,Basic,1.58,7,Asia,Mobile,13.99,1,PayPal,2,0.2,Sci-Fi
34.3,Male,Standard,4.245,7,South America,Laptop,17.99,0,Crypto,1,0.53,Sci-Fi
40.599999999999994,Female,Standard,8.965,7,Asia,Laptop,17.99,0,Credit Card,1,1.12,Documentary
49.0,Other,Basic,30.735,7,Europe,Mobile,8.99,0,PayPal,1,3.84,Romance
48.3,Other,Basic,0.95,7,Europe,Desktop,8.99,1,Credit Card,5,0.12,Documentary
18.2,Female,Basic,5.85,7,Asia,Tablet,13.99,0,Crypto,5,0.73,Action
48.3,Male,Basic,5.915,7,Asia,TV,13.99,0,Debit Card,4,0.74,Documentary
44.099999999999994,Other,Basic,9.84,7,Oceania,TV,8.99,0,Credit Card,3,1.23,Documentary
23.099999999999998,Female,Standard,1.04,7,Asia,TV,17.99,0,Debit Card,4,0.13,Romance
23.099999999999998,Female,Standard,7.465,7,Asia,Laptop,17.99,0,Debit Card,3,0.935,Action
28.7,Female,Basic,13.545,7,Asia,TV,8.99,0,Credit Card,5,1.695,Action
19.599999999999998,Female,Standard,0.005,7,Asia,TV,17.99,1,Crypto,1,0.0,Sci-Fi
30.799999999999997,Female,Basic,0.845,7,North America,Mobile,8.99,1,Crypto,5,0.105,Romance
27.299999999999997,Other,Standard,5.645,7,Europe,Tablet,17.99,0,Gift Card,1,0.705,Documentary
30.099999999999998,Other,Basic,2.045,7,Europe,TV,13.99,0,Gift Card,5,0.255,Documentary
27.299999999999997,Other,Basic,17.85,7,South America,TV,13.99,0,Crypto,4,2.23,Sci-Fi
46.199999999999996,Female,Basic,3.27,7,Asia,Tablet,13.99,0,PayPal,2,0.41,Comedy
44.8,Female,Standard,11.46,7,Africa,Desktop,17.99,0,Debit Card,1,1.435,Action
48.3,Male,Basic,10.765,7,Asia,Laptop,8.99,0,Crypto,3,1.345,Comedy
24.5,Female,Basic,0.225,7,Asia,Laptop,13.99,0,Debit Card,5,0.03,Documentary
35.699999999999996,Female,Standard,0.23,7,Africa,TV,17.99,1,PayPal,2,0.03,Drama
42.0,Female,Standard,1.96,7,North America,TV,17.99,1,Crypto,2,0.245,Comedy
18.9,Other,Basic,0.09,7,Europe,Tablet,8.99,1,Gift Card,3,0.01,Drama
44.8,Female,Basic,4.055,6,North America,Tablet,13.99,0,Gift Card,3,0.58,Action
18.0,Other,Standard,0.935,6,South America,Laptop,17.99,1,Debit Card,1,0.135,Action
35.0,Male,Standard,2.3,6,Asia,Tablet,17.99,0,PayPal,4,0.33,Sci-Fi
44.8,Female,Basic,1.83,6,Africa,Mobile,13.99,0,PayPal,1,0.26,Romance
29.4,Male,Standard,11.095,6,Asia,Desktop,17.99,0,PayPal,2,1.585,Sci-Fi
30.099999999999998,Other,Basic,38.785,6,South America,Mobile,13.99,0,Credit Card,4,5.54,Comedy
19.599999999999998,Female,Standard,12.66,6,Asia,Laptop,17.99,0,Gift Card,1,1.81,Action
48.3,Female,Standard,0.875,6,Oceania,Mobile,17.99,0,PayPal,5,0.125,Romance
25.9,Male,Basic,1.215,6,North America,Tablet,13.99,0,Crypto,5,0.175,Romance
21.7,Male,Basic,5.98,6,Asia,Laptop,8.99,0,PayPal,4,0.855,Sci-Fi
34.3,Female,Basic,19.215,6,Asia,Tablet,8.99,0,PayPal,3,2.745,Drama
18.0,Female,Basic,6.51,6,Africa,Desktop,13.99,0,Crypto,5,0.93,Documentary
41.3,Female,Basic,0.375,6,Oceania,TV,8.99,1,Debit Card,3,0.055,Romance
18.0,Male,Basic,8.105,6,Asia,Mobile,13.99,0,Gift Card,1,1.16,Documentary
46.199999999999996,Female,Basic,9.48,6,Asia,Laptop,13.99,0,Gift Card,3,1.355,Action
18.0,Male,Basic,0.3,6,Oceania,Desktop,8.99,1,PayPal,3,0.045,Documentary
40.599999999999994,Female,Basic,5.21,6,Asia,Tablet,8.99,0,Debit Card,2,0.745,Documentary
21.7,Female,Standard,4.975,6,Asia,Mobile,17.99,0,Debit Card,2,0.71,Documentary
31.499999999999996,Female,Basic,3.695,6,Oceania,TV,13.99,0,PayPal,1,0.53,Romance
39.9,Female,Basic,2.455,6,North America,Desktop,13.99,0,PayPal,1,0.35,Sci-Fi
21.0,Male,Standard,0.935,6,Asia,Desktop,17.99,0,Credit Card,2,0.135,Comedy
28.7,Female,Basic,18.47,6,Africa,Tablet,8.99,0,Credit Card,4,2.64,Drama
25.2,Female,Basic,11.055,6,Europe,Laptop,13.99,0,Credit Card,4,1.58,Action
36.4,Other,Standard,13.47,6,Asia,Desktop,17.99,0,Crypto,3,1.925,Documentary
18.0,Female,Basic,1.85,6,Asia,Mobile,13.99,0,PayPal,3,0.265,Drama
25.2,Female,Standard,7.09,6,Oceania,Tablet,17.99,0,Gift Card,2,1.015,Sci-Fi
20.299999999999997,Male,Standard,4.61,6,South America,Laptop,17.99,0,Debit Card,4,0.66,Drama
31.499999999999996,Female,Standard,7.705,6,Asia,Laptop,17.99,0,Credit Card,3,1.1,Sci-Fi
35.0,Other,Standard,10.96,6,Asia,Mobile,17.99,0,PayPal,1,1.565,Documentary
18.9,Other,Basic,1.29,6,South America,Tablet,8.99,1,Debit Card,3,0.185,Romance
39.199999999999996,Other,Standard,6.575,6,Africa,Mobile,17.99,0,Credit Card,2,0.94,Horror
25.2,Male,Basic,6.26,6,Asia,Laptop,8.99,0,Credit Card,4,0.895,Documentary
42.699999999999996,Female,Basic,3.335,6,Asia,Tablet,13.99,0,Gift Card,1,0.475,Sci-Fi
46.199999999999996,Female,Basic,3.87,6,Asia,Laptop,13.99,0,Credit Card,4,0.555,Horror
22.4,Female,Basic,4.47,6,Asia,Desktop,8.99,0,Crypto,5,0.64,Action
18.0,Other,Basic,6.58,6,Europe,Tablet,8.99,0,Debit Card,4,0.94,Comedy
28.7,Male,Basic,8.935,6,Asia,Tablet,8.99,0,PayPal,1,1.275,Drama
37.099999999999994,Male,Basic,3.225,6,Asia,Mobile,8.99,0,Credit Card,5,0.46,Documentary
35.0,Female,Standard,9.505,6,Asia,TV,17.99,0,PayPal,1,1.36,Action
37.8,Other,Standard,7.1,6,Europe,Laptop,17.99,0,Crypto,5,1.015,Romance
29.4,Other,Standard,2.13,6,North America,Tablet,17.99,0,Crypto,5,0.305,Horror
29.4,Female,Basic,0.925,6,Africa,Laptop,8.99,1,Crypto,5,0.13,Horror
49.0,Female,Basic,3.4,6,North America,Mobile,8.99,0,Debit Card,4,0.485,Action
32.9,Male,Standard,11.155,6,Asia,TV,17.99,0,Gift Card,3,1.595,Comedy
45.5,Female,Standard,2.445,6,Asia,TV,17.99,0,Gift Card,1,0.35,Documentary
18.0,Female,Basic,4.27,6,Africa,TV,13.99,0,Credit Card,3,0.61,Romance
18.0,Female,Basic,0.84,6,North America,Laptop,13.99,0,Credit Card,3,0.12,Documentary
30.799999999999997,Other,Standard,1.69,6,Europe,Mobile,17.99,0,Credit Card,5,0.24,Horror
36.4,Other,Standard,1.55,6,Asia,Tablet,17.99,0,Credit Card,3,0.22,Documentary
33.599999999999994,Male,Standard,1.49,6,South America,TV,17.99,0,Debit Card,2,0.215,Comedy
18.9,Other,Basic,3.445,6,Europe,Tablet,8.99,0,Credit Card,5,0.49,Documentary
43.4,Female,Standard,2.66,6,Asia,Laptop,17.99,0,Debit Card,5,0.38,Drama
47.599999999999994,Female,Basic,3.245,6,South America,Desktop,13.99,0,Credit Card,1,0.465,Drama
25.2,Female,Basic,1.28,6,Africa,Tablet,13.99,0,Debit Card,5,0.185,Comedy
42.0,Female,Standard,0.545,6,South America,Laptop,17.99,1,Credit Card,1,0.08,Horror
23.799999999999997,Other,Basic,3.245,6,Asia,Mobile,13.99,0,Credit Card,1,0.465,Comedy
46.9,Female,Standard,4.935,6,Asia,TV,17.99,0,PayPal,3,0.705,Action
41.3,Other,Basic,10.065,6,Asia,Mobile,8.99,0,Credit Card,1,1.44,Drama
37.8,Other,Basic,2.345,6,South America,Laptop,13.99,0,Gift Card,5,0.335,Documentary
30.099999999999998,Male,Basic,13.395,6,Asia,TV,13.99,0,Credit Card,3,1.915,Comedy
47.599999999999994,Other,Basic,1.14,6,Asia,Desktop,8.99,1,Credit Card,3,0.165,Romance
19.599999999999998,Male,Basic,0.215,6,South America,TV,8.99,1,Credit Card,3,0.03,Drama
39.199999999999996,Other,Standard,22.53,6,Africa,Mobile,17.99,0,Gift Card,5,3.22,Action
35.699999999999996,Female,Standard,1.02,6,South America,TV,17.99,0,Debit Card,2,0.145,Drama
30.799999999999997,Other,Standard,3.39,6,Africa,Laptop,17.99,0,PayPal,5,0.485,Action
22.4,Other,Basic,7.73,6,North America,Laptop,8.99,0,Credit Card,4,1.105,Horror
42.699999999999996,Female,Basic,1.18,6,Asia,TV,13.99,1,Crypto,1,0.17,Drama
30.099999999999998,Female,Basic,2.87,6,Oceania,Mobile,13.99,0,Credit Card,3,0.41,Drama
35.0,Other,Basic,3.295,6,Asia,Tablet,8.99,0,Credit Card,2,0.47,Horror
42.699999999999996,Other,Standard,0.425,6,Asia,TV,17.99,1,Crypto,1,0.06,Horror
47.599999999999994,Other,Basic,3.265,6,Europe,Laptop,8.99,0,PayPal,4,0.465,Documentary
28.7,Male,Basic,9.665,6,Europe,Laptop,8.99,0,Gift Card,5,1.38,Horror
40.599999999999994,Female,Basic,8.635,6,Asia,TV,8.99,0,Debit Card,3,1.235,Romance
30.799999999999997,Male,Basic,14.935,6,Asia,Mobile,13.99,0,Gift Card,3,2.135,Drama
44.8,Male,Basic,7.985,6,Oceania,Mobile,8.99,0,Credit Card,1,1.14,Romance
21.0,Female,Basic,3.015,6,Asia,Desktop,13.99,0,Crypto,1,0.43,Horror
46.199999999999996,Female,Basic,2.635,6,South America,Mobile,8.99,0,Credit Card,5,0.375,Documentary
29.4,Other,Standard,4.595,5,Asia,Mobile,17.99,0,PayPal,5,0.765,Horror
29.4,Other,Basic,10.26,5,Europe,Tablet,8.99,0,Debit Card,2,1.71,Romance
29.4,Other,Standard,0.075,5,Asia,Tablet,17.99,0,Debit Card,4,0.01,Sci-Fi
18.0,Male,Basic,6.17,5,Asia,Tablet,13.99,0,PayPal,2,1.03,Sci-Fi
46.9,Male,Basic,4.785,5,Europe,Mobile,13.99,0,Crypto,5,0.795,Action
28.0,Other,Basic,0.43,5,Oceania,Tablet,8.99,1,Debit Card,2,0.07,Documentary
31.499999999999996,Male,Basic,6.565,5,Asia,Desktop,13.99,0,Crypto,5,1.095,Drama
34.3,Other,Basic,8.41,5,Asia,TV,8.99,0,Gift Card,5,1.4,Romance
39.9,Male,Basic,1.865,5,Europe,Laptop,13.99,0,PayPal,2,0.31,Comedy
32.199999999999996,Other,Basic,1.695,5,North America,Tablet,8.99,0,Debit Card,4,0.285,Horror
24.5,Female,Standard,6.005,5,Asia,Mobile,17.99,0,Debit Card,4,1.0,Horror
25.9,Female,Basic,12.715,5,Africa,Desktop,8.99,0,Gift Card,4,2.12,Horror
31.499999999999996,Female,Basic,0.13,5,Asia,Desktop,13.99,1,Crypto,1,0.02,Comedy
25.9,Female,Basic,3.795,5,Europe,Desktop,8.99,0,Crypto,2,0.63,Drama
26.599999999999998,Other,Basic,5.71,5,Asia,Laptop,8.99,0,Crypto,5,0.95,Romance
29.4,Female,Basic,0.24,5,North America,Desktop,13.99,0,Credit Card,5,0.04,Action
21.7,Male,Basic,1.425,5,Oceania,Mobile,8.99,1,Debit Card,5,0.24,Horror
39.9,Female,Basic,7.51,5,South America,Tablet,13.99,0,Credit Card,2,1.25,Drama
18.0,Other,Basic,9.655,5,Asia,Mobile,8.99,0,PayPal,2,1.61,Documentary
28.0,Female,Basic,16.775,5,Africa,Mobile,8.99,0,PayPal,1,2.795,Horror
32.9,Male,Basic,1.005,5,Asia,Laptop,13.99,0,Credit Card,2,0.165,Documentary
43.4,Other,Standard,3.58,5,North America,Desktop,17.99,0,Gift Card,5,0.595,Romance
30.799999999999997,Other,Basic,2.925,5,Asia,Tablet,8.99,0,PayPal,1,0.485,Action
18.0,Female,Basic,0.92,5,Oceania,Laptop,8.99,1,PayPal,5,0.155,Sci-Fi
22.4,Female,Basic,4.9,5,North America,Tablet,13.99,0,Credit Card,3,0.815,Drama
25.2,Male,Basic,0.095,5,Asia,Mobile,8.99,1,Debit Card,2,0.015,Sci-Fi
22.4,Female,Basic,0.27,5,Oceania,Laptop,8.99,1,PayPal,2,0.045,Drama
37.099999999999994,Male,Basic,12.615,5,Asia,Desktop,8.99,0,Credit Card,1,2.105,Documentary
42.699999999999996,Female,Basic,19.545,5,Asia,Tablet,13.99,0,PayPal,1,3.26,Documentary
32.199999999999996,Female,Standard,1.58,5,Asia,TV,17.99,0,Debit Card,5,0.265,Action
31.499999999999996,Other,Basic,4.435,5,Africa,Laptop,8.99,0,PayPal,1,0.74,Comedy
23.099999999999998,Male,Standard,0.99,5,Asia,Desktop,17.99,0,Credit Card,2,0.165,Sci-Fi
26.599999999999998,Male,Basic,2.73,5,Oceania,TV,8.99,0,Gift Card,2,0.455,Horror
48.3,Other,Standard,13.035,5,Oceania,Laptop,17.99,0,PayPal,1,2.17,Romance
35.699999999999996,Male,Basic,3.77,5,Asia,Desktop,8.99,0,Debit Card,4,0.63,Action
30.799999999999997,Other,Basic,10.455,5,South America,Laptop,8.99,0,Gift Card,5,1.74,Sci-Fi
18.0,Other,Standard,1.62,5,South America,Laptop,17.99,0,Gift Card,4,0.27,Romance
21.7,Male,Basic,4.425,5,Oceania,Tablet,13.99,0,Gift Card,1,0.735,Sci-Fi
41.3,Female,Basic,4.885,5,Africa,TV,13.99,0,Crypto,4,0.815,Comedy
38.5,Male,Basic,11.37,5,Asia,Mobile,13.99,0,PayPal,3,1.895,Horror
49.0,Other,Standard,11.11,5,Europe,TV,17.99,0,Credit Card,2,1.85,Romance
38.5,Male,Basic,5.095,5,Europe,Desktop,8.99,0,PayPal,3,0.85,Action
44.099999999999994,Female,Basic,0.535,5,South America,TV,8.99,1,Credit Card,4,0.09,Action
20.299999999999997,Female,Standard,8.555,5,South America,Mobile,17.99,0,Crypto,1,1.425,Horror
21.0,Other,Basic,8.61,5,South America,Laptop,13.99,0,PayPal,1,1.435,Horror
24.5,Other,Basic,0.015,5,Asia,TV,8.99,1,PayPal,3,0.005,Horror
25.9,Male,Basic,1.83,5,Africa,Tablet,13.99,0,PayPal,1,0.305,Sci-Fi
18.0,Male,Standard,1.375,5,Asia,TV,17.99,1,Crypto,1,0.23,Drama
20.299999999999997,Other,Basic,2.335,5,South America,Laptop,8.99,0,PayPal,3,0.39,Sci-Fi
40.599999999999994,Female,Basic,38.145,5,Europe,Mobile,13.99,0,Crypto,5,6.36,Sci-Fi
18.0,Male,Basic,0.33,5,South America,Laptop,13.99,1,Crypto,1,0.055,Horror
19.599999999999998,Female,Basic,2.335,5,Asia,Mobile,13.99,0,Crypto,2,0.39,Drama
48.3,Female,Basic,1.675,5,Europe,Laptop,13.99,0,Gift Card,4,0.28,Action
23.099999999999998,Male,Standard,8.86,5,North America,Laptop,17.99,0,Credit Card,5,1.475,Romance
18.9,Female,Standard,3.005,5,Europe,Mobile,17.99,0,Gift Card,1,0.5,Horror
41.3,Female,Basic,2.63,5,Asia,Laptop,13.99,0,Crypto,1,0.44,Documentary
37.099999999999994,Female,Basic,3.1,5,Oceania,Desktop,13.99,0,Gift Card,4,0.515,Documentary
28.0,Male,Standard,2.34,5,Europe,Tablet,17.99,0,Debit Card,4,0.39,Horror
18.2,Male,Standard,8.17,5,Asia,TV,17.99,0,Credit Card,2,1.36,Drama
24.5,Other,Basic,1.095,5,Oceania,Laptop,8.99,1,Gift Card,5,0.18,Action
18.0,Female,Standard,5.525,5,Oceania,TV,17.99,0,Gift Card,1,0.92,Romance
30.099999999999998,Other,Standard,3.59,5,Asia,Desktop,17.99,0,Crypto,5,0.6,Sci-Fi
19.599999999999998,Female,Standard,0.895,5,Asia,TV,17.99,0,Gift Card,5,0.15,Drama
35.0,Female,Basic,11.655,5,Asia,Tablet,13.99,0,Credit Card,1,1.94,Action
18.0,Other,Standard,4.76,5,Oceania,Desktop,17.99,0,Gift Card,2,0.795,Drama
25.2,Other,Standard,5.935,5,Asia,TV,17.99,0,Gift Card,4,0.99,Comedy
