age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre
33,Male,Standard,9.93,51,South America,Tablet,13.99,0,Debit Card,4,0.19,Romance
57,Other,Basic,21.42,51,South America,Desktop,8.99,1,Gift Card,4,0.41,Romance
24,Male,Standard,13.71,51,Oceania,Mobile,13.99,1,Debit Card,1,0.26,Horror
66,Female,Standard,21.15,51,North America,Tablet,13.99,0,PayPal,5,0.41,Sci-Fi
31,Male,Premium,2.7,51,Europe,Tablet,17.99,1,Crypto,5,0.05,Horror
41,Other,Standard,22.67,51,North America,Desktop,13.99,0,PayPal,2,0.44,Documentary
54,Male,Premium,6.26,51,South America,Desktop,17.99,1,Gift Card,3,0.12,Horror
32,Male,Premium,13.09,51,North America,Tablet,17.99,1,Crypto,2,0.25,Action
56,Other,Basic,4.78,51,Oceania,Desktop,8.99,1,Gift Card,1,0.09,Romance
56,Other,Standard,21.77,51,Asia,TV,13.99,0,Credit Card,2,0.42,Drama
61,Male,Premium,0.42,51,Europe,TV,17.99,1,Gift Card,3,0.01,Drama
66,Male,Premium,30.91,51,North America,TV,17.99,0,PayPal,1,0.59,Drama
46,Female,Premium,0.5,51,South America,Tablet,17.99,1,Debit Card,4,0.01,Comedy
26,Female,Premium,13.59,51,Oceania,Mobile,17.99,1,Crypto,2,0.26,Drama
61,Other,Basic,9.33,51,Oceania,Desktop,8.99,1,Gift Card,4,0.18,Romance
22,Male,Premium,21.47,51,South America,TV,17.99,0,PayPal,3,0.41,Sci-Fi
47,Other,Standard,10.82,51,Europe,Mobile,13.99,1,Credit Card,2,0.21,Comedy
50,Male,Premium,7.96,51,Oceania,Tablet,17.99,1,Gift Card,5,0.15,Horror
23,Other,Standard,20.75,51,Asia,Desktop,13.99,0,Credit Card,4,0.4,Documentary
32,Female,Basic,9.14,51,North America,Mobile,8.99,1,Debit Card,2,0.18,Romance
33,Female,Basic,0.03,51,North America,Laptop,8.99,1,Credit Card,1,0.0,Horror
28,Male,Standard,10.69,51,Asia,Laptop,13.99,1,Crypto,3,0.21,Comedy
65,Other,Basic,1.05,51,Africa,Mobile,8.99,1,Gift Card,2,0.02,Sci-Fi
51,Other,Basic,2.29,51,North America,Laptop,8.99,1,Credit Card,3,0.04,Sci-Fi
20,Male,Basic,1.4,51,South America,TV,8.99,1,Gift Card,4,0.03,Comedy
40,Male,Standard,3.11,51,Oceania,Tablet,13.99,1,Gift Card,5,0.06,Drama
56,Other,Premium,9.96,51,Oceania,Tablet,17.99,1,Gift Card,3,0.19,Drama
31,Female,Basic,2.82,51,North America,Desktop,8.99,1,Credit Card,2,0.05,Action
50,Other,Premium,1.04,51,Africa,Tablet,17.99,1,Credit Card,1,0.02,Documentary
30,Female,Basic,2.99,51,Europe,Laptop,8.99,1,Credit Card,4,0.06,Horror
69,Other,Basic,22.17,51,Europe,Laptop,8.99,1,Gift Card,2,0.43,Drama
45,Male,Basic,9.31,51,Africa,Tablet,8.99,1,PayPal,2,0.18,Romance
59,Other,Premium,2.45,51,South America,Laptop,17.99,1,Debit Card,5,0.05,Action
46,Female,Standard,3.07,51,Europe,Tablet,13.99,1,Crypto,2,0.06,Documentary
57,Other,Basic,6.73,51,North America,Desktop,8.99,1,Debit Card,1,0.13,Romance
44,Female,Standard,0.55,51,Asia,Tablet,13.99,1,Crypto,2,0.01,Documentary
55,Other,Standard,11.62,51,South America,Desktop,13.99,0,PayPal,4,0.22,Documentary
65,Male,Premium,5.02,51,Africa,Laptop,17.99,1,Crypto,3,0.1,Comedy
21,Female,Premium,7.72,51,Oceania,TV,17.99,1,Debit Card,3,0.15,Romance
52,Female,Premium,19.84,51,South America,Tablet,17.99,0,PayPal,4,0.38,Drama
62,Female,Premium,25.53,51,Oceania,Laptop,17.99,0,PayPal,3,0.49,Action
31,Female,Basic,9.11,51,South America,Laptop,8.99,1,PayPal,3,0.18,Comedy
63,Male,Premium,13.77,51,Africa,Mobile,17.99,1,Gift Card,5,0.26,Romance
55,Female,Standard,25.31,51,Europe,TV,13.99,0,Gift Card,4,0.49,Horror
50,Other,Premium,13.02,51,South America,Desktop,17.99,1,Crypto,2,0.25,Romance
46,Male,Standard,2.98,51,South America,Laptop,13.99,1,Credit Card,1,0.06,Action
47,Other,Standard,3.3,51,Europe,Tablet,13.99,1,Debit Card,5,0.06,Horror
63,Male,Premium,8.54,51,North America,Tablet,17.99,0,Credit Card,5,0.16,Documentary
68,Female,Standard,0.22,51,Asia,Desktop,13.99,1,Credit Card,1,0.0,Sci-Fi
31,Male,Basic,11.05,51,North America,TV,8.99,1,PayPal,1,0.21,Horror
40,Other,Basic,6.48,51,Asia,Desktop,8.99,1,Credit Card,4,0.12,Drama
18,Other,Premium,25.3,51,North America,TV,17.99,0,Crypto,3,0.49,Horror
67,Female,Standard,0.28,51,Asia,Laptop,13.99,1,Gift Card,1,0.01,Drama
48,Female,Basic,5.22,51,Europe,TV,8.99,1,Gift Card,2,0.1,Documentary
62,Female,Basic,6.12,51,Africa,Tablet,8.99,1,Gift Card,2,0.12,Sci-Fi
34,Male,Premium,13.49,51,South America,Tablet,17.99,1,Debit Card,1,0.26,Horror
66,Male,Premium,32.06,51,Asia,Desktop,17.99,0,Debit Card,4,0.62,Drama
29,Other,Premium,1.78,51,Oceania,Mobile,17.99,1,Crypto,5,0.03,Horror
64,Female,Basic,12.14,50,Europe,Desktop,8.99,1,PayPal,3,0.24,Horror
30,Male,Standard,10.47,50,Africa,Mobile,13.99,1,Crypto,4,0.21,Sci-Fi
47,Female,Premium,34.18,50,Europe,Desktop,17.99,0,Crypto,4,0.67,Drama
60,Other,Standard,3.29,50,South America,TV,13.99,1,Crypto,3,0.06,Horror
48,Male,Standard,1.93,50,Asia,TV,13.99,1,Gift Card,4,0.04,Drama
64,Other,Basic,0.95,50,Africa,Tablet,8.99,1,Credit Card,2,0.02,Action
41,Male,Premium,10.7,50,South America,Tablet,17.99,0,PayPal,5,0.21,Drama
62,Other,Premium,4.03,50,Europe,Mobile,17.99,1,Gift Card,4,0.08,Horror
18,Male,Basic,6.57,50,Africa,Laptop,8.99,1,PayPal,3,0.13,Documentary
53,Other,Premium,0.25,50,Asia,Tablet,17.99,1,PayPal,1,0.0,Romance
57,Male,Standard,12.67,50,North America,TV,13.99,1,Crypto,2,0.25,Documentary
43,Male,Basic,10.02,50,Europe,TV,8.99,1,Credit Card,1,0.2,Drama
32,Male,Basic,24.51,50,Africa,Laptop,8.99,1,PayPal,3,0.48,Romance
18,Male,Standard,3.57,50,Africa,Desktop,13.99,1,Debit Card,4,0.07,Horror
19,Male,Basic,4.46,50,Africa,Desktop,8.99,1,Credit Card,3,0.09,Documentary
42,Other,Basic,2.6,50,South America,Laptop,8.99,1,Credit Card,4,0.05,Romance
29,Male,Standard,10.76,50,South America,Mobile,13.99,1,PayPal,2,0.21,Drama
30,Female,Basic,11.4,50,Asia,Desktop,8.99,1,Debit Card,5,0.22,Romance
30,Other,Premium,21.23,50,Africa,Mobile,17.99,0,Credit Card,2,0.42,Drama
20,Female,Premium,1.22,50,Europe,Laptop,17.99,1,Crypto,3,0.02,Sci-Fi
33,Other,Basic,29.76,50,Europe,Mobile,8.99,0,Crypto,3,0.58,Action
49,Male,Basic,3.34,50,Africa,Laptop,8.99,1,Credit Card,5,0.07,Sci-Fi
70,Other,Basic,2.24,50,Europe,Laptop,8.99,1,PayPal,5,0.04,Documentary
69,Male,Basic,14.35,50,North America,Mobile,8.99,1,Credit Card,5,0.28,Drama
52,Other,Premium,34.96,50,North America,Desktop,17.99,0,Credit Card,3,0.69,Horror
51,Other,Basic,3.64,50,South America,TV,8.99,1,Debit Card,1,0.07,Action
21,Male,Basic,23.95,50,North America,Laptop,8.99,1,Debit Card,3,0.47,Sci-Fi
59,Female,Premium,23.31,50,South America,TV,17.99,0,Gift Card,3,0.46,Comedy
64,Male,Standard,30.64,50,South America,Laptop,13.99,0,PayPal,3,0.6,Comedy
66,Male,Basic,8.68,50,Oceania,Mobile,8.99,1,PayPal,3,0.17,Sci-Fi
28,Male,Premium,4.49,50,Oceania,Desktop,17.99,1,Crypto,4,0.09,Drama
25,Female,Premium,28.54,50,Europe,Tablet,17.99,0,PayPal,2,0.56,Documentary
49,Male,Standard,4.22,50,Oceania,Desktop,13.99,1,Gift Card,2,0.08,Comedy
32,Female,Premium,8.77,50,Asia,Tablet,17.99,1,Credit Card,3,0.17,Drama
63,Other,Premium,21.62,50,Oceania,Desktop,17.99,0,Gift Card,4,0.42,Romance
30,Other,Basic,14.06,50,North America,Laptop,8.99,1,Gift Card,1,0.28,Documentary
61,Female,Standard,30.0,50,North America,Mobile,13.99,0,Credit Card,2,0.59,Comedy
41,Female,Standard,23.03,50,Europe,TV,13.99,0,Credit Card,3,0.45,Drama
53,Other,Standard,0.07,50,North America,Desktop,13.99,1,PayPal,3,0.0,Action
23,Other,Premium,4.46,50,North America,Desktop,17.99,1,Crypto,3,0.09,Horror
49,Other,Premium,18.55,50,North America,TV,17.99,1,Crypto,3,0.36,Sci-Fi
42,Other,Standard,0.68,50,Africa,Mobile,13.99,1,Gift Card,4,0.01,Sci-Fi
26,Male,Standard,11.26,50,Oceania,Tablet,13.99,1,Credit Card,2,0.22,Documentary
26,Male,Standard,2.87,50,Africa,Desktop,13.99,1,PayPal,3,0.06,Drama
47,Male,Standard,0.18,50,Africa,Desktop,13.99,1,PayPal,4,0.0,Horror
54,Other,Basic,12.13,50,South America,Tablet,8.99,1,Crypto,1,0.24,Romance
34,Female,Basic,37.61,50,Asia,TV,8.99,0,Credit Card,5,0.74,Action
37,Female,Premium,0.56,50,Europe,TV,17.99,1,Debit Card,3,0.01,Documentary
58,Other,Basic,1.03,50,Africa,Mobile,8.99,1,Credit Card,4,0.02,Drama
66,Male,Premium,22.68,50,Europe,Laptop,17.99,0,PayPal,4,0.44,Documentary
39,Other,Premium,7.99,50,Asia,Mobile,17.99,1,PayPal,3,0.16,Drama
54,Male,Premium,2.1,50,Oceania,Tablet,17.99,1,Gift Card,1,0.04,Horror
69,Male,Standard,0.36,50,Europe,Desktop,13.99,1,Credit Card,2,0.01,Documentary
47,Female,Premium,3.51,50,Oceania,Mobile,17.99,1,Crypto,1,0.07,Romance
43,Female,Premium,12.18,50,Europe,Laptop,17.99,1,Gift Card,3,0.24,Romance
70,Other,Premium,9.13,50,South America,Laptop,17.99,1,Debit Card,3,0.18,Horror
46,Female,Basic,4.15,50,North America,TV,8.99,1,Debit Card,2,0.08,Documentary
38,Other,Standard,6.49,50,Oceania,TV,13.99,0,PayPal,5,0.13,Romance
33,Other,Standard,8.94,50,Africa,Desktop,13.99,1,Crypto,3,0.18,Sci-Fi
68,Other,Premium,25.21,50,Europe,Mobile,17.99,0,Credit Card,4,0.49,Drama
68,Other,Premium,7.65,50,North America,Mobile,17.99,0,Credit Card,4,0.15,Drama
27,Female,Basic,11.62,50,Asia,TV,8.99,1,Credit Card,2,0.23,Documentary
42,Female,Standard,13.17,50,Africa,Mobile,13.99,0,PayPal,4,0.26,Documentary
49,Female,Standard,11.06,50,Europe,Tablet,13.99,1,PayPal,3,0.22,Documentary
18,Other,Premium,6.61,50,South America,Laptop,17.99,1,Gift Card,2,0.13,Horror
20,Male,Standard,17.28,50,South America,Desktop,13.99,0,PayPal,5,0.34,Comedy
50,Male,Premium,4.27,50,Asia,Mobile,17.99,1,Credit Card,3,0.08,Documentary
54,Male,Premium,10.36,50,Europe,TV,17.99,0,Credit Card,5,0.2,Sci-Fi
41,Female,Premium,8.27,50,South America,TV,17.99,0,Credit Card,5,0.16,Romance
35,Other,Premium,19.19,50,Asia,Desktop,17.99,1,Credit Card,1,0.38,Documentary
29,Male,Standard,1.23,50,Asia,Desktop,13.99,1,PayPal,3,0.02,Comedy
64,Male,Standard,22.89,50,Africa,Laptop,13.99,0,Crypto,3,0.45,Action
33,Male,Premium,1.42,50,Asia,Mobile,17.99,1,Gift Card,3,0.03,Comedy
22,Male,Standard,10.96,50,Asia,Laptop,13.99,1,Crypto,4,0.21,Drama
54,Other,Standard,3.36,50,Africa,Laptop,13.99,1,Gift Card,5,0.07,Romance
28,Other,Standard,9.61,50,North America,Mobile,13.99,1,Crypto,4,0.19,Drama
53,Female,Premium,3.41,50,Oceania,Laptop,17.99,1,Debit Card,1,0.07,Romance
57,Male,Standard,3.51,50,Oceania,Laptop,13.99,1,Credit Card,1,0.07,Documentary
52,Male,Premium,3.11,50,North America,Mobile,17.99,1,Credit Card,4,0.06,Comedy
45,Female,Premium,32.96,50,Oceania,Tablet,17.99,0,Debit Card,5,0.65,Romance
30,Female,Basic,6.93,50,Asia,Tablet,8.99,1,Gift Card,2,0.14,Comedy
58,Female,Premium,8.74,49,Africa,Laptop,17.99,1,Debit Card,1,0.17,Romance
28,Female,Standard,28.8,49,South America,Laptop,13.99,0,Credit Card,3,0.58,Documentary
64,Female,Standard,7.4,49,Africa,Desktop,13.99,1,Crypto,2,0.15,Horror
41,Female,Premium,5.24,49,North America,TV,17.99,1,Crypto,2,0.1,Comedy
23,Other,Basic,15.3,49,Asia,Tablet,8.99,1,Gift Card,3,0.31,Romance
64,Male,Basic,5.01,49,North America,TV,8.99,1,Debit Card,5,0.1,Action
38,Female,Basic,2.7,49,North America,Mobile,8.99,1,Debit Card,1,0.05,Documentary
29,Female,Basic,4.84,49,North America,Desktop,8.99,1,Crypto,3,0.1,Romance
61,Female,Standard,2.54,49,South America,TV,13.99,1,Gift Card,3,0.05,Drama
33,Female,Standard,3.98,49,Oceania,Tablet,13.99,1,Debit Card,4,0.08,Drama
31,Female,Premium,5.68,49,Asia,Laptop,17.99,1,Crypto,2,0.11,Comedy
68,Female,Standard,36.44,49,Oceania,Mobile,13.99,0,Gift Card,3,0.73,Sci-Fi
25,Male,Premium,5.62,49,Africa,Tablet,17.99,0,Credit Card,5,0.11,Horror
66,Male,Standard,16.55,49,South America,Desktop,13.99,1,Debit Card,2,0.33,Action
40,Male,Standard,13.4,49,Africa,Mobile,13.99,1,Crypto,1,0.27,Documentary
67,Female,Basic,23.72,49,Oceania,Desktop,8.99,1,Gift Card,5,0.47,Documentary
30,Female,Basic,6.53,49,Africa,Tablet,8.99,1,Gift Card,5,0.13,Sci-Fi
29,Other,Standard,53.2,49,South America,Laptop,13.99,0,Crypto,5,1.06,Sci-Fi
50,Male,Standard,13.5,49,Asia,Tablet,13.99,1,Credit Card,2,0.27,Drama
27,Female,Premium,5.82,49,Oceania,Laptop,17.99,1,Gift Card,2,0.12,Documentary
21,Other,Premium,8.16,49,Oceania,Desktop,17.99,1,PayPal,3,0.16,Drama
38,Male,Standard,6.77,49,Europe,Mobile,13.99,1,Gift Card,3,0.14,Romance
59,Other,Premium,24.59,49,North America,Desktop,17.99,0,Crypto,3,0.49,Romance
58,Male,Premium,8.43,49,Europe,Tablet,17.99,1,Crypto,1,0.17,Romance
62,Female,Premium,6.03,49,Oceania,TV,17.99,1,Debit Card,2,0.12,Horror
34,Male,Standard,6.33,49,Europe,Laptop,13.99,0,Debit Card,4,0.13,Action
58,Male,Premium,15.91,49,South America,Mobile,17.99,1,Gift Card,1,0.32,Drama
32,Female,Standard,6.86,49,Africa,TV,13.99,1,Debit Card,2,0.14,Sci-Fi
58,Other,Standard,4.69,49,Africa,TV,13.99,1,Crypto,1,0.09,Romance
44,Female,Basic,9.03,49,Oceania,Desktop,8.99,1,Credit Card,2,0.18,Documentary
50,Female,Standard,19.48,49,Europe,Laptop,13.99,1,Gift Card,3,0.39,Comedy
63,Other,Standard,11.43,49,Europe,TV,13.99,1,Debit Card,1,0.23,Horror
37,Female,Standard,10.29,49,South America,Desktop,13.99,1,Crypto,1,0.21,Drama
30,Female,Standard,6.23,49,Europe,TV,13.99,1,Debit Card,3,0.12,Comedy
54,Female,Basic,18.84,49,South America,Mobile,8.99,1,Gift Card,1,0.38,Comedy
62,Male,Standard,25.88,49,Europe,Desktop,13.99,0,PayPal,2,0.52,Horror
58,Female,Basic,7.31,49,North America,Laptop,8.99,1,Gift Card,2,0.15,Romance
44,Male,Premium,38.18,49,Oceania,TV,17.99,0,Gift Card,3,0.76,Documentary
58,Male,Standard,4.83,49,Asia,TV,13.99,1,PayPal,4,0.1,Documentary
35,Female,Basic,26.9,49,South America,Desktop,8.99,0,Gift Card,2,0.54,Drama
50,Other,Premium,2.77,49,South America,Mobile,17.99,1,Debit Card,4,0.06,Drama
37,Male,Basic,17.29,49,North America,Tablet,8.99,1,PayPal,3,0.35,Horror
54,Male,Basic,1.29,49,Europe,Laptop,8.99,1,Credit Card,4,0.03,Sci-Fi
29,Male,Basic,3.75,49,South America,Tablet,8.99,1,Crypto,1,0.07,Romance
54,Other,Premium,4.79,49,Africa,TV,17.99,1,Gift Card,4,0.1,Action
52,Female,Standard,10.14,49,Europe,TV,13.99,1,Gift Card,4,0.2,Action
24,Female,Basic,0.19,49,Oceania,Tablet,8.99,1,Crypto,3,0.0,Romance
62,Other,Basic,7.43,49,Africa,Mobile,8.99,1,Gift Card,4,0.15,Horror
69,Male,Basic,6.46,49,Europe,Mobile,8.99,1,Debit Card,3,0.13,Documentary
41,Other,Standard,1.2,49,Africa,Laptop,13.99,1,Credit Card,4,0.02,Romance
22,Other,Standard,0.72,49,Africa,Desktop,13.99,1,Gift Card,5,0.01,Horror
46,Other,Standard,38.53,49,Europe,Laptop,13.99,0,Crypto,2,0.77,Sci-Fi
55,Female,Premium,17.76,49,Europe,Tablet,17.99,1,Credit Card,3,0.36,Drama
25,Other,Basic,13.34,49,Africa,Desktop,8.99,1,Credit Card,1,0.27,Action
45,Other,Premium,19.18,49,North America,Mobile,17.99,1,Gift Card,5,0.38,Documentary
40,Female,Standard,4.26,49,Europe,TV,13.99,1,Debit Card,4,0.09,Documentary
39,Other,Standard,6.67,49,Oceania,Desktop,13.99,1,Crypto,1,0.13,Documentary
60,Female,Premium,11.15,49,South America,Desktop,17.99,1,Crypto,5,0.22,Romance
41,Female,Standard,18.04,49,South America,TV,13.99,0,PayPal,4,0.36,Romance
57,Female,Basic,2.86,49,Europe,Desktop,8.99,1,Debit Card,2,0.06,Documentary
68,Female,Basic,3.07,49,South America,Laptop,8.99,1,Credit Card,3,0.06,Romance
18,Female,Standard,5.81,49,Europe,Laptop,13.99,1,PayPal,2,0.12,Sci-Fi
54,Female,Basic,11.9,49,South America,Desktop,8.99,1,PayPal,5,0.24,Horror
26,Female,Premium,0.97,49,South America,Mobile,17.99,1,PayPal,1,0.02,Action
35,Other,Premium,2.41,49,South America,Mobile,17.99,1,Credit Card,2,0.05,Horror
44,Female,Premium,3.73,49,Oceania,TV,17.99,1,Credit Card,5,0.07,Drama
37,Female,Basic,12.73,49,Africa,Mobile,8.99,1,Credit Card,3,0.25,Action
20,Male,Premium,36.39,49,South America,TV,17.99,0,Debit Card,4,0.73,Comedy
38,Male,Basic,11.77,49,Africa,TV,8.99,1,Credit Card,5,0.24,Comedy
18,Female,Basic,7.65,49,Europe,Desktop,8.99,1,Debit Card,1,0.15,Drama
64,Male,Basic,0.27,49,South America,Mobile,8.99,1,Crypto,4,0.01,Horror
68,Male,Basic,5.37,49,Europe,Desktop,8.99,1,Debit Card,3,0.11,Documentary
53,Female,Basic,4.01,49,North America,Desktop,8.99,1,Crypto,2,0.08,Action
51,Female,Basic,7.4,49,Oceania,Mobile,8.99,1,PayPal,4,0.15,Documentary
29,Female,Premium,54.65,49,Africa,Tablet,17.99,0,Debit Card,5,1.09,Comedy
32,Other,Basic,1.96,49,North America,Laptop,8.99,1,PayPal,4,0.04,Documentary
18,Female,Standard,1.71,49,South America,TV,13.99,1,PayPal,3,0.03,Horror
54,Female,Basic,13.25,49,Europe,Mobile,8.99,1,Debit Card,3,0.27,Action
29,Female,Premium,15.26,49,North America,Tablet,17.99,1,Credit Card,1,0.31,Sci-Fi
29,Male,Premium,12.32,49,Asia,Mobile,17.99,0,PayPal,5,0.25,Horror
30,Other,Premium,7.13,49,South America,Desktop,17.99,1,Debit Card,3,0.14,Romance
18,Female,Standard,2.26,48,Africa,Desktop,13.99,1,PayPal,1,0.05,Action
20,Female,Standard,2.43,48,South America,Mobile,13.99,1,Debit Card,4,0.05,Sci-Fi
65,Female,Basic,3.46,48,Oceania,Tablet,8.99,1,Credit Card,4,0.07,Drama
58,Female,Premium,8.53,48,Oceania,Laptop,17.99,0,PayPal,4,0.17,Horror
52,Other,Basic,5.56,48,Africa,Desktop,8.99,1,PayPal,1,0.11,Romance
58,Female,Premium,30.18,48,Asia,Desktop,17.99,0,Credit Card,4,0.62,Horror
30,Male,Premium,46.55,48,North America,Desktop,17.99,0,Crypto,3,0.95,Romance
47,Other,Basic,0.39,48,South America,Tablet,8.99,1,PayPal,5,0.01,Romance
67,Other,Standard,1.93,48,Asia,Mobile,13.99,1,Debit Card,5,0.04,Horror
62,Other,Premium,5.98,48,North America,Tablet,17.99,1,Crypto,5,0.12,Documentary
29,Male,Basic,11.32,48,Africa,TV,8.99,1,Credit Card,2,0.23,Sci-Fi
69,Male,Standard,7.26,48,Africa,Desktop,13.99,0,Credit Card,5,0.15,Romance
51,Female,Premium,8.32,48,Europe,TV,17.99,1,Credit Card,2,0.17,Horror
60,Female,Basic,1.76,48,North America,TV,8.99,1,Debit Card,2,0.04,Sci-Fi
66,Other,Standard,4.41,48,Asia,Mobile,13.99,1,Gift Card,5,0.09,Sci-Fi
21,Other,Basic,0.15,48,Asia,Mobile,8.99,1,Credit Card,4,0.0,Action
32,Male,Basic,14.22,48,North America,TV,8.99,1,Crypto,3,0.29,Comedy
18,Other,Premium,12.22,48,Europe,TV,17.99,0,Debit Card,5,0.25,Sci-Fi
26,Other,Premium,8.32,48,Africa,Laptop,17.99,1,Crypto,5,0.17,Sci-Fi
65,Other,Premium,2.42,48,Africa,Desktop,17.99,1,Gift Card,2,0.05,Comedy
22,Other,Premium,13.68,48,North America,TV,17.99,1,PayPal,3,0.28,Comedy
46,Male,Premium,21.11,48,Africa,Tablet,17.99,0,Gift Card,4,0.43,Horror
70,Male,Standard,17.8,48,North America,Mobile,13.99,1,Gift Card,2,0.36,Drama
35,Female,Premium,25.2,48,Asia,Tablet,17.99,0,Debit Card,4,0.51,Sci-Fi
63,Female,Standard,6.37,48,Asia,Mobile,13.99,0,Credit Card,5,0.13,Romance
49,Male,Standard,4.67,48,North America,Laptop,13.99,1,Debit Card,5,0.1,Horror
67,Female,Basic,2.55,48,Oceania,Laptop,8.99,1,Gift Card,2,0.05,Sci-Fi
64,Female,Standard,8.53,48,North America,Tablet,13.99,0,Debit Card,4,0.17,Romance
70,Other,Basic,5.74,48,South America,TV,8.99,1,Gift Card,5,0.12,Comedy
40,Female,Basic,23.97,48,South America,Desktop,8.99,0,Debit Card,5,0.49,Action
42,Female,Basic,1.52,48,Africa,Tablet,8.99,1,Debit Card,5,0.03,Romance
65,Female,Standard,18.34,48,Europe,Mobile,13.99,1,Debit Card,1,0.37,Action
51,Other,Standard,2.68,48,Asia,Laptop,13.99,1,Crypto,3,0.05,Comedy
27,Other,Premium,1.44,48,Asia,Laptop,17.99,1,Credit Card,1,0.03,Sci-Fi
65,Other,Standard,0.4,48,Europe,TV,13.99,1,Gift Card,5,0.01,Comedy
23,Female,Standard,0.13,48,Europe,Laptop,13.99,1,Crypto,5,0.0,Sci-Fi
36,Female,Standard,16.29,48,North America,Mobile,13.99,1,Crypto,4,0.33,Documentary
60,Other,Standard,0.62,48,Africa,TV,13.99,1,Crypto,4,0.01,Documentary
69,Male,Standard,42.32,48,Oceania,TV,13.99,0,Gift Card,3,0.86,Action
48,Male,Basic,7.52,48,Asia,Desktop,8.99,1,Debit Card,3,0.15,Romance
66,Female,Standard,36.7,48,South America,TV,13.99,0,Crypto,3,0.75,Romance
69,Female,Standard,9.14,48,South America,Laptop,13.99,0,Debit Card,5,0.19,Action
35,Female,Basic,8.85,48,Oceania,Mobile,8.99,1,Crypto,5,0.18,Romance
53,Female,Premium,4.37,48,Europe,Tablet,17.99,1,PayPal,3,0.09,Comedy
42,Female,Basic,9.75,48,South America,Laptop,8.99,1,Crypto,5,0.2,Sci-Fi
58,Female,Basic,5.08,48,Asia,TV,8.99,1,PayPal,5,0.1,Documentary
24,Female,Standard,35.74,48,South America,Desktop,13.99,0,Credit Card,1,0.73,Comedy
61,Male,Standard,2.19,48,Africa,Laptop,13.99,1,PayPal,3,0.04,Documentary
66,Other,Premium,14.44,48,Africa,TV,17.99,1,Crypto,3,0.29,Comedy
33,Female,Standard,18.33,48,Oceania,Mobile,13.99,1,Debit Card,1,0.37,Comedy
37,Female,Premium,7.53,48,Asia,Desktop,17.99,1,PayPal,3,0.15,Documentary
52,Other,Premium,7.17,48,Oceania,Desktop,17.99,1,Credit Card,3,0.15,Comedy
50,Other,Premium,10.01,48,Asia,Desktop,17.99,1,Debit Card,1,0.2,Horror
22,Other,Basic,26.28,48,Europe,TV,8.99,0,Crypto,3,0.54,Sci-Fi
35,Female,Basic,5.0,48,Africa,Desktop,8.99,1,Crypto,1,0.1,Drama
50,Other,Basic,29.04,48,South America,TV,8.99,0,Credit Card,4,0.59,Romance
52,Male,Basic,0.41,48,Europe,TV,8.99,1,Credit Card,5,0.01,Documentary
55,Male,Premium,0.87,48,Asia,Tablet,17.99,1,Debit Card,4,0.02,Action
49,Female,Premium,14.39,48,Asia,Desktop,17.99,1,Gift Card,1,0.29,Action
55,Other,Standard,21.58,48,North America,Mobile,13.99,0,Credit Card,5,0.44,Romance
25,Female,Basic,4.02,48,North America,Desktop,8.99,1,Credit Card,4,0.08,Sci-Fi
33,Other,Basic,8.92,48,North America,Desktop,8.99,1,Crypto,5,0.18,Comedy
32,Female,Standard,4.69,48,South America,Laptop,13.99,1,Credit Card,4,0.1,Sci-Fi
22,Female,Standard,3.05,48,South America,Desktop,13.99,1,Crypto,4,0.06,Documentary
41,Other,Standard,12.78,48,Europe,Desktop,13.99,1,Crypto,5,0.26,Sci-Fi
53,Female,Premium,10.75,48,South America,Mobile,17.99,0,PayPal,4,0.22,Sci-Fi
18,Male,Basic,3.11,48,Europe,TV,8.99,1,Credit Card,2,0.06,Sci-Fi
23,Male,Basic,6.7,48,North America,Mobile,8.99,1,Credit Card,4,0.14,Sci-Fi
62,Other,Standard,11.96,48,Oceania,Tablet,13.99,1,Gift Card,3,0.24,Drama
43,Female,Basic,17.9,48,Asia,Desktop,8.99,1,Crypto,2,0.37,Documentary
38,Male,Premium,0.47,48,South America,Desktop,17.99,1,PayPal,3,0.01,Horror
64,Other,Basic,15.26,48,Asia,Mobile,8.99,1,Credit Card,1,0.31,Comedy
51,Other,Standard,16.03,48,Africa,Tablet,13.99,1,Crypto,4,0.33,Romance
64,Male,Standard,46.62,48,Asia,Laptop,13.99,0,PayPal,3,0.95,Horror
40,Other,Standard,11.56,48,Asia,Tablet,13.99,1,Gift Card,5,0.24,Documentary
39,Other,Basic,16.77,48,South America,Laptop,8.99,1,Credit Card,1,0.34,Romance
54,Other,Basic,12.9,48,Africa,Tablet,8.99,1,Gift Card,4,0.26,Action
21,Other,Basic,2.73,48,Asia,TV,8.99,1,PayPal,5,0.06,Drama
23,Other,Standard,3.04,48,Europe,Tablet,13.99,1,Crypto,2,0.06,Horror
69,Other,Premium,0.74,48,Oceania,Tablet,17.99,1,PayPal,3,0.02,Documentary
34,Male,Basic,11.2,48,Africa,Desktop,8.99,1,Crypto,4,0.23,Comedy
19,Female,Standard,18.18,48,Asia,TV,13.99,1,Gift Card,3,0.37,Romance
47,Female,Basic,10.89,48,Oceania,Mobile,8.99,1,Debit Card,5,0.22,Comedy
66,Male,Standard,7.95,47,Asia,Desktop,13.99,1,Gift Card,2,0.17,Documentary
